Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThirdSsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotBathrooms,HouseAge,Remodeled,IsNew,NeighRich,Haspool,Has2ndfloor,Hasgarage,Hasbsmt,Hasfireplace,TotalSqFeet,TotalPorchSF
1783,60,RL,60.0,10800,Pave,None,0,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,1939,2006,Gable,CompShg,VinylSd,VinylSd,0,0.0,2,3,BrkTil,2,3,1,1,0.0,1,0.0,676.0,676.0,GasA,60,Y,SBrkr,676,676,0,1352,0.0,1.0,2,0,4,1,3,7,7,0,0,Detchd,1939.0,1,2.0,720.0,3,3,60,187,0,128,0,0,0,0,None,None,0,8,2009,WD,Normal,,2.5,70,1,0,1,0,1,1,1,0,2028.0,128
1784,70,RL,80.0,8146,Pave,None,0,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,8,1900,2003,Gable,CompShg,MetalSd,MetalSd,0,0.0,3,3,BrkTil,1,3,1,1,0.0,1,0.0,405.0,405.0,GasA,70,Y,SBrkr,717,322,0,1039,0.0,0.0,1,0,2,1,2,6,7,0,0,Detchd,1940.0,1,1.0,281.0,3,3,70,0,0,168,0,111,0,0,None,None,0,5,2009,WD,Normal,,1.0,109,1,0,1,0,1,1,1,0,1444.0,279
1785,30,RL,60.0,10230,Pave,Grvl,0,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1925,1950,Gable,CompShg,MetalSd,MetalSd,0,0.0,2,2,BrkTil,2,3,1,1,0.0,1,0.0,1054.0,1054.0,GasA,30,Y,SBrkr,1078,0,0,1078,0.0,0.0,1,0,3,1,4,6,7,0,0,Detchd,1987.0,1,1.0,264.0,3,3,30,0,0,0,0,112,0,0,GdWo,None,0,12,2009,WD,Normal,,1.0,84,1,0,1,0,0,1,1,0,2132.0,112
1786,50,RL,60.0,10410,Pave,Grvl,0,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,5,1915,1950,Gable,CompShg,MetalSd,MetalSd,0,0.0,2,2,BrkTil,2,3,1,1,0.0,1,0.0,1313.0,1313.0,GasA,50,Y,SBrkr,1313,0,1064,2377,0.0,0.0,2,0,3,1,3,8,5,1,3,Detchd,1954.0,1,2.0,528.0,3,3,50,0,0,432,0,0,0,0,None,None,0,6,2009,WD,Normal,,2.0,94,1,0,1,0,0,1,1,1,3690.0,432
1787,70,RL,60.0,7200,Pave,None,0,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,9,1910,2008,Gable,CompShg,VinylSd,VinylSd,0,0.0,3,3,PConc,2,3,1,1,0.0,1,0.0,560.0,560.0,GasA,70,Y,SBrkr,930,760,0,1690,0.0,0.0,2,0,4,1,3,5,7,0,0,Detchd,2008.0,1,2.0,624.0,3,3,70,0,0,112,0,0,0,0,None,None,0,8,2009,WD,Normal,,2.0,99,1,0,1,0,1,1,1,0,2250.0,112
1788,30,RL,90.0,5400,Pave,None,0,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,2,5,1940,1950,Gable,CompShg,Stucco,Stucco,0,0.0,1,2,PConc,1,3,1,1,0.0,1,0.0,416.0,416.0,GasA,30,N,FuseA,599,0,0,599,1.0,0.0,1,0,2,1,3,4,7,0,0,NoGarage,1940.0,0,0.0,0.0,0,0,30,0,81,0,0,0,0,0,None,None,0,6,2009,WD,Normal,,2.0,69,1,0,1,0,0,0,1,0,1015.0,81
1789,30,RL,60.0,10800,Pave,Grvl,0,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,2,2,BrkTil,2,3,1,1,0.0,1,0.0,720.0,720.0,GasA,30,N,SBrkr,846,0,0,846,0.0,0.0,1,0,2,1,3,4,7,0,0,Detchd,1980.0,3,2.0,576.0,3,3,30,0,0,0,0,0,0,0,None,None,0,6,2009,WD,Normal,,1.0,89,1,0,1,0,0,1,1,0,1566.0,0
1790,30,RL,60.0,10800,Pave,Grvl,0,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,5,1890,1998,Gable,CompShg,VinylSd,VinylSd,0,0.0,2,2,BrkTil,2,3,1,1,0.0,1,0.0,630.0,630.0,GasA,30,Y,FuseA,725,0,0,725,0.0,0.0,1,1,1,1,2,4,7,0,0,Detchd,1959.0,1,1.0,320.0,3,3,30,0,30,0,0,0,0,0,None,None,0,11,2009,WD,Normal,,1.5,119,1,0,1,0,0,1,1,0,1355.0,30
1791,90,RL,81.0,9671,Pave,None,0,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,Duplex,2Story,6,5,1969,1969,Gable,CompShg,MetalSd,MetalSd,2,480.0,2,2,CBlock,2,3,1,1,0.0,1,0.0,1248.0,1248.0,GasA,90,Y,SBrkr,1248,1296,0,2544,0.0,0.0,2,2,6,2,2,12,7,0,0,Attchd,1969.0,2,3.0,907.0,3,3,90,0,0,0,0,0,0,0,None,None,0,8,2009,WD,Normal,,3.0,40,0,0,1,0,1,1,1,0,3792.0,0
1792,20,RL,83.0,10143,Pave,None,0,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1963,1963,Gable,CompShg,HdBoard,HdBoard,1,295.0,2,2,CBlock,2,3,1,3,384.0,1,0.0,996.0,1380.0,GasA,20,Y,SBrkr,1380,0,0,1380,0.0,0.0,1,1,3,1,2,6,7,0,0,Attchd,1963.0,1,1.0,364.0,3,3,20,0,0,0,0,216,0,0,GdWo,None,0,6,2009,WD,Normal,,1.5,46,0,0,1,0,0,1,1,0,2760.0,216
1793,20,RL,77.0,11500,Pave,None,1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,4,1967,1967,Gable,CompShg,HdBoard,HdBoard,0,0.0,1,2,CBlock,2,2,1,4,872.0,3,60.0,108.0,1040.0,GasA,20,Y,SBrkr,1040,0,0,1040,1.0,0.0,1,0,3,1,2,6,6,1,1,Attchd,1967.0,2,2.0,480.0,3,3,20,0,0,156,0,0,0,0,MnPrv,None,0,5,2009,WD,Normal,,2.0,42,0,0,1,0,0,1,1,1,2080.0,156
1794,20,RL,62.0,8010,Pave,None,0,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,9,1958,2007,Hip,CompShg,Wd Sdng,Wd Sdng,0,0.0,3,3,CBlock,2,3,2,6,745.0,1,0.0,206.0,951.0,GasA,20,Y,SBrkr,951,0,0,951,1.0,0.0,1,0,2,1,3,6,7,0,0,Detchd,1985.0,1,2.0,480.0,3,3,20,0,0,42,0,0,0,0,None,Shed,450,9,2009,WD,Normal,,2.0,51,1,0,1,0,0,1,1,0,1902.0,42
1795,20,RL,90.0,10454,Pave,None,1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1957,1957,Hip,CompShg,Plywood,Plywood,2,143.0,2,2,CBlock,2,3,1,3,546.0,1,0.0,559.0,1105.0,GasA,20,Y,FuseA,1105,0,0,1105,0.0,0.0,1,0,3,1,2,5,7,0,0,Detchd,1957.0,1,1.0,308.0,3,3,20,0,0,0,0,0,0,0,None,None,0,4,2009,WD,Normal,,1.0,52,0,0,1,0,0,1,1,0,2210.0,0
1796,20,RL,80.0,9000,Pave,None,1,HLS,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Flat,Tar&Grv,Wd Sdng,Wd Sdng,1,82.0,2,2,CBlock,3,3,4,1,0.0,1,0.0,160.0,160.0,GasA,20,Y,SBrkr,1142,0,0,1142,0.0,0.0,1,0,2,1,2,5,7,1,4,Basment,1958.0,2,1.0,384.0,3,3,20,0,28,64,0,0,0,0,None,None,0,4,2009,WD,Normal,,1.0,51,0,0,1,0,0,1,1,1,1302.0,92
1797,50,RL,60.0,8064,Pave,None,0,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,2,2,CBlock,2,3,3,3,621.0,1,0.0,174.0,795.0,GasA,50,N,SBrkr,765,368,0,1133,0.0,0.0,1,0,3,1,2,5,7,0,0,Detchd,1989.0,1,2.0,900.0,3,3,50,0,0,0,0,231,0,0,None,None,0,12,2009,COD,Abnorml,,1.0,59,0,0,1,0,1,1,1,0,1928.0,231
1798,20,RL,71.0,7350,Pave,None,0,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1958,Hip,CompShg,BrkFace,BrkFace,0,0.0,2,2,CBlock,2,3,1,1,0.0,1,0.0,1041.0,1041.0,GasA,20,Y,SBrkr,1041,0,0,1041,0.0,0.0,1,0,3,1,2,6,7,0,0,Attchd,1958.0,2,1.0,294.0,3,3,20,0,0,0,0,0,0,0,GdWo,None,0,3,2009,WD,Normal,,1.0,51,0,0,1,0,0,1,1,0,2082.0,0
1799,20,RL,60.0,7200,Pave,None,0,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1952,1952,Gable,CompShg,MetalSd,MetalSd,0,0.0,2,3,CBlock,2,4,1,5,630.0,4,102.0,0.0,732.0,GasA,20,Y,SBrkr,732,0,0,732,1.0,0.0,1,0,2,1,2,4,7,0,0,Detchd,1952.0,1,1.0,240.0,3,3,20,0,68,0,0,0,0,0,None,None,0,9,2009,WD,Normal,,2.0,57,0,0,1,0,0,1,1,0,1464.0,68
1800,80,RL,80.0,8000,Pave,None,0,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1959,1959,Gable,CompShg,BrkFace,Plywood,0,0.0,2,2,CBlock,3,3,3,6,433.0,3,95.0,0.0,528.0,GasA,80,Y,SBrkr,1183,0,0,1183,1.0,0.0,1,0,3,1,2,6,7,0,0,Attchd,1959.0,2,1.0,288.0,3,3,80,0,0,0,0,0,0,0,GdWo,None,0,7,2009,WD,Normal,,2.0,50,0,0,1,0,0,1,1,0,1711.0,0
1801,50,RL,60.0,10800,Pave,None,0,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,4,7,1949,1996,Gable,CompShg,MetalSd,MetalSd,0,0.0,2,2,CBlock,2,3,1,1,0.0,1,0.0,832.0,832.0,GasA,50,Y,FuseF,832,629,0,1461,0.0,0.0,2,0,4,1,2,6,7,0,0,Detchd,1949.0,1,1.0,384.0,3,3,50,0,204,0,0,0,0,0,None,None,0,8,2009,WD,Normal,,2.0,60,1,0,1,0,1,1,1,0,2293.0,204
1802,50,RL,60.0,8064,Pave,None,0,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,7,1948,1994,Gable,CompShg,MetalSd,MetalSd,0,0.0,2,2,CBlock,2,3,1,2,120.0,1,0.0,744.0,864.0,GasA,50,Y,SBrkr,1064,0,431,1495,0.0,0.0,1,0,3,1,2,6,7,0,0,Detchd,1994.0,1,2.0,576.0,3,3,50,180,36,0,0,0,0,0,None,None,0,8,2009,COD,Abnorml,,1.0,61,1,0,1,0,0,1,1,0,2359.0,36
1803,60,RL,76.0,7570,Pave,None,0,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,1,420.0,2,2,CBlock,2,3,1,1,0.0,1,0.0,780.0,780.0,GasA,60,Y,SBrkr,993,813,0,1806,0.0,0.0,1,1,4,1,2,8,7,0,0,Attchd,1964.0,1,2.0,483.0,3,3,60,0,55,0,0,0,0,0,None,None,0,3,2009,WD,Normal,,1.5,45,0,0,1,0,1,1,1,0,2586.0,55
1804,90,RL,75.0,8604,Pave,None,1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SFoyer,5,7,1978,1978,Gable,CompShg,Plywood,Plywood,1,124.0,2,3,CBlock,3,3,3,6,941.0,1,0.0,0.0,941.0,GasA,90,Y,SBrkr,941,0,0,941,1.0,0.0,1,0,2,1,3,4,7,0,0,Attchd,1978.0,1,2.0,564.0,3,3,90,0,40,0,0,0,0,0,None,None,0,11,2009,WD,Normal,,2.0,31,0,0,1,0,0,1,1,0,1882.0,40
1805,20,RL,80.0,7936,Pave,None,0,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,0,0.0,2,2,CBlock,2,3,1,4,826.0,1,0.0,219.0,1045.0,GasA,20,Y,SBrkr,1045,0,0,1045,1.0,0.0,1,0,3,1,2,6,7,1,2,Attchd,1963.0,2,1.0,264.0,3,3,20,0,0,0,0,0,0,0,None,None,0,4,2009,WD,Normal,,2.0,46,0,0,1,0,0,1,1,1,2090.0,0
1806,50,RM,68.0,4080,Pave,Grvl,0,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1935,1998,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,2,2,PConc,2,3,1,1,0.0,1,0.0,901.0,901.0,GasA,50,Y,SBrkr,861,517,0,1378,0.0,0.0,1,0,3,1,3,6,7,0,0,Detchd,1920.0,1,1.0,162.0,2,2,50,54,0,40,0,0,0,0,None,None,0,6,2009,WD,Normal,,1.0,74,1,0,1,0,1,1,1,0,2279.0,40
1807,90,RM,57.0,10307,Pave,Grvl,0,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,2Story,6,5,1910,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,2,2,CBlock,2,3,2,2,633.0,1,0.0,339.0,972.0,GasA,90,N,FuseA,972,972,0,1944,1.0,0.0,2,0,4,2,2,12,7,0,0,Detchd,1920.0,1,2.0,324.0,2,3,90,0,28,169,0,0,0,0,None,None,0,6,2009,WD,Normal,,3.0,99,1,0,1,0,1,1,1,0,2916.0,197
1808,50,RM,90.0,15660,Pave,None,0,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1910,2003,Gable,CompShg,VinylSd,VinylSd,0,0.0,2,3,CBlock,2,3,1,1,0.0,1,0.0,240.0,240.0,GasA,50,Y,SBrkr,810,496,0,1306,0.0,0.0,1,1,3,1,3,6,7,0,0,Detchd,1959.0,1,2.0,472.0,2,3,50,0,0,0,0,0,0,0,MnPrv,None,0,7,2009,WD,Normal,,1.5,99,1,0,1,0,1,1,1,0,1546.0,0
1809,70,RM,90.0,9900,Pave,None,0,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,1910,2002,Gable,CompShg,VinylSd,VinylSd,0,0.0,3,2,CBlock,2,3,1,1,0.0,1,0.0,504.0,504.0,GasA,70,Y,SBrkr,764,700,0,1464,0.0,0.0,2,0,3,1,2,7,7,0,0,NoGarage,1910.0,0,0.0,0.0,0,0,70,0,0,176,0,0,0,0,None,None,0,3,2009,WD,Normal,,2.0,99,1,0,1,0,1,0,1,0,1968.0,176
1810,70,RM,57.0,6406,Pave,Grvl,0,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,2,2,BrkTil,2,3,1,5,421.0,1,0.0,269.0,690.0,GasA,70,Y,FuseA,868,690,0,1558,0.0,0.0,1,1,3,1,2,7,7,1,4,Detchd,1939.0,1,2.0,400.0,3,3,70,0,36,0,0,182,0,0,MnPrv,None,0,10,2009,WD,Normal,,1.5,70,1,0,1,0,1,1,1,1,2248.0,218
1811,190,RM,63.0,7627,Pave,None,0,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,2fmCon,2Story,4,6,1920,1950,Gable,CompShg,AsbShng,AsbShng,0,0.0,1,2,BrkTil,1,1,1,1,0.0,1,0.0,600.0,600.0,GasA,190,N,SBrkr,1101,600,0,1701,0.0,0.0,2,0,4,2,1,8,7,0,0,NoGarage,1920.0,0,0.0,0.0,0,0,190,0,0,148,0,0,0,0,None,None,0,10,2009,WD,Normal,,2.0,89,1,0,1,0,1,0,1,0,2301.0,148
1812,50,RM,56.0,10134,Pave,Grvl,0,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1910,1950,Gable,CompShg,MetalSd,MetalSd,0,0.0,2,2,BrkTil,1,3,1,1,0.0,1,0.0,801.0,801.0,GasA,50,N,SBrkr,801,646,0,1447,0.0,0.0,1,0,3,1,2,6,7,0,0,NoGarage,1910.0,0,0.0,0.0,0,0,50,80,0,244,0,0,0,0,None,None,0,7,2009,WD,Normal,,1.0,99,1,0,1,0,1,0,1,0,2248.0,244
1813,50,RM,50.0,6000,Pave,None,0,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1950,1970,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,2,4,CBlock,2,3,1,4,384.0,1,0.0,384.0,768.0,GasA,50,Y,FuseA,768,560,0,1328,0.0,0.0,1,1,3,1,2,6,7,0,0,Detchd,1950.0,1,1.0,308.0,3,3,50,0,12,0,0,0,0,0,MnPrv,None,0,3,2009,WD,Normal,,1.5,59,1,0,1,0,1,1,1,0,2096.0,12
1814,30,RM,62.0,7404,Pave,None,0,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,0,0.0,2,2,BrkTil,1,3,1,1,0.0,1,0.0,861.0,861.0,GasA,30,Y,SBrkr,861,0,0,861,0.0,0.0,1,0,2,1,2,5,7,0,0,Detchd,1920.0,1,2.0,288.0,3,3,30,0,0,128,0,0,0,0,None,None,0,11,2009,Oth,Normal,,1.0,89,1,0,1,0,0,1,1,0,1722.0,128
1815,30,RM,50.0,5925,Pave,None,0,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,2,4,1940,1950,Gable,CompShg,MetalSd,MetalSd,0,0.0,2,3,BrkTil,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,30,N,FuseA,612,0,0,612,0.0,0.0,1,0,1,1,2,4,7,0,0,Detchd,1965.0,1,1.0,308.0,3,2,30,0,0,25,0,0,0,0,None,None,0,10,2009,WD,Normal,,1.0,69,1,0,1,0,0,1,0,0,612.0,25
1816,30,RM,60.0,8520,Pave,None,0,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,8,1923,1950,Gable,CompShg,Stucco,Stucco,0,0.0,3,2,PConc,1,3,1,1,0.0,1,0.0,624.0,624.0,GasA,30,Y,SBrkr,792,0,0,792,0.0,0.0,1,0,2,1,2,5,7,0,0,Detchd,1963.0,1,1.0,287.0,3,3,30,0,0,81,0,0,0,0,GdWo,None,0,2,2009,WD,Normal,,1.0,86,1,0,1,0,0,1,1,0,1416.0,81
1817,70,RM,60.0,9600,Pave,None,0,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,4,1910,1950,Gable,CompShg,VinylSd,VinylSd,0,0.0,3,3,BrkTil,1,3,1,1,0.0,1,0.0,677.0,677.0,GasA,70,Y,SBrkr,833,677,0,1510,0.0,0.0,2,0,3,1,3,7,7,0,0,Detchd,1974.0,1,2.0,720.0,3,3,70,0,0,160,0,0,0,0,None,None,0,6,2009,WD,Normal,,2.0,99,1,0,1,0,1,1,1,0,2187.0,160
1818,70,RM,70.0,8400,Pave,None,0,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,6,7,1900,1950,Gable,CompShg,Stucco,BrkFace,0,0.0,2,2,BrkTil,1,4,2,1,0.0,1,0.0,917.0,917.0,GasA,70,Y,FuseA,1090,917,0,2007,0.0,0.0,2,0,3,1,4,8,7,0,0,Detchd,1930.0,1,1.0,357.0,3,3,70,0,235,0,0,0,0,0,None,None,0,6,2009,WD,Normal,,2.0,109,1,0,1,0,1,1,1,0,2924.0,235
1819,70,RM,60.0,3600,Pave,Grvl,0,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7,1917,2007,Gable,CompShg,Stucco,Stucco,0,0.0,2,2,BrkTil,2,3,1,1,0.0,1,0.0,624.0,624.0,GasA,70,Y,SBrkr,664,624,0,1288,1.0,0.0,1,0,3,1,4,5,7,1,4,Attchd,1917.0,1,1.0,280.0,3,3,70,0,103,0,0,0,0,0,None,None,0,5,2009,WD,Normal,,2.0,92,1,0,1,0,1,1,1,1,1912.0,103
1820,30,C (all),60.0,3300,Pave,None,0,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,3,1910,1950,Gable,CompShg,Stucco,Stucco,0,0.0,2,2,BrkTil,2,3,1,1,0.0,1,0.0,624.0,624.0,GasA,30,Y,SBrkr,816,0,0,816,0.0,0.0,1,0,2,1,2,5,7,1,4,NoGarage,1910.0,0,0.0,0.0,0,0,30,0,33,0,0,0,0,0,None,None,0,6,2009,WD,Normal,,1.0,99,1,0,1,0,0,0,1,1,1440.0,33
1821,50,RM,60.0,5400,Pave,None,0,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,0,0.0,1,2,BrkTil,2,3,1,1,0.0,1,0.0,972.0,972.0,GasA,50,Y,SBrkr,1044,0,436,1480,0.0,0.0,1,0,3,1,2,6,7,0,0,Detchd,1920.0,1,1.0,207.0,2,3,50,0,0,176,0,0,0,0,None,None,0,9,2009,ConLI,Family,,1.0,89,1,0,1,0,0,1,1,0,2452.0,176
1822,70,RM,60.0,9720,Pave,Grvl,0,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7,1910,2002,Gable,CompShg,MetalSd,MetalSd,0,0.0,2,2,PConc,2,3,1,1,0.0,1,0.0,741.0,741.0,GasA,70,Y,SBrkr,780,741,0,1521,0.0,0.0,1,0,4,1,3,8,7,0,0,Detchd,1950.0,1,3.0,640.0,3,3,70,0,0,238,0,0,0,0,MnPrv,None,0,9,2009,WD,Normal,,1.0,99,1,0,1,0,1,1,1,0,2262.0,238
1823,30,C (all),72.0,9392,Pave,None,0,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,3,3,1900,1950,Mansard,CompShg,AsbShng,AsbShng,0,0.0,2,1,CBlock,1,3,1,1,0.0,1,0.0,245.0,245.0,GasA,30,N,SBrkr,797,0,0,797,0.0,0.0,1,0,2,1,2,5,7,0,0,NoGarage,1900.0,0,0.0,0.0,0,0,30,0,36,94,0,0,0,0,None,None,0,9,2009,WD,Abnorml,,1.0,109,1,0,0,0,0,0,1,0,1042.0,130
1824,30,RL,51.0,6615,Pave,None,0,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,6,6,1923,1950,Gable,CompShg,MetalSd,MetalSd,0,0.0,2,2,BrkTil,2,3,1,1,0.0,1,0.0,1022.0,1022.0,GasA,30,N,FuseA,1432,0,0,1432,0.0,0.0,1,0,3,1,3,6,7,1,4,BuiltIn,1923.0,1,1.0,216.0,2,3,30,266,61,0,0,0,0,0,GdWo,None,0,9,2009,WD,Normal,,1.0,86,1,0,1,0,0,1,1,1,2454.0,61
1825,70,RL,50.0,4960,Pave,None,0,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,5,7,1930,1982,Gable,CompShg,WdShing,Wd Shng,0,0.0,2,2,CBlock,2,3,1,1,0.0,1,0.0,297.0,297.0,GasA,70,Y,SBrkr,1001,653,0,1654,0.0,0.0,2,0,3,1,2,7,7,1,4,Detchd,1955.0,1,1.0,336.0,3,3,70,244,60,0,0,0,0,0,None,None,0,5,2009,WD,Normal,,2.0,79,1,0,1,0,1,1,1,1,1951.0,60
1826,50,RM,60.0,6000,Pave,None,0,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1924,1950,Gable,CompShg,Stucco,Stucco,1,444.0,2,2,BrkTil,2,3,1,3,220.0,1,0.0,248.0,468.0,GasA,50,Y,SBrkr,822,320,0,1142,0.0,0.0,1,0,3,1,2,6,7,0,0,Attchd,1924.0,3,1.0,320.0,3,3,50,0,0,98,0,0,0,0,None,None,0,6,2009,WD,Normal,,1.0,85,1,0,1,0,1,1,1,0,1610.0,98
1827,30,RM,51.0,6120,Pave,None,0,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,6,1925,1999,Gable,CompShg,MetalSd,MetalSd,0,0.0,2,2,BrkTil,2,3,1,1,0.0,1,0.0,960.0,960.0,GasA,30,Y,SBrkr,995,0,0,995,0.0,0.0,1,0,2,1,2,5,7,0,0,Detchd,1926.0,1,1.0,264.0,3,3,30,0,15,51,0,0,0,0,MnPrv,None,0,3,2009,WD,Abnorml,,1.0,84,1,0,1,0,0,1,1,0,1955.0,66
1828,50,RM,51.0,6120,Pave,None,0,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1938,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,2,2,BrkTil,2,2,1,2,273.0,1,0.0,679.0,952.0,GasA,50,Y,FuseA,994,588,0,1582,0.0,0.0,2,0,3,1,2,6,7,1,4,Detchd,1938.0,1,1.0,250.0,2,3,50,189,0,34,150,0,0,0,None,None,0,2,2009,WD,Normal,,2.0,71,1,0,1,0,1,1,1,1,2534.0,184
1829,30,RM,50.0,8635,Pave,None,0,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,5,1925,1950,Hip,CompShg,Wd Sdng,Wd Sdng,0,0.0,2,1,BrkTil,2,3,1,2,134.0,1,0.0,938.0,1072.0,GasA,30,Y,SBrkr,1072,0,0,1072,1.0,0.0,1,0,2,1,2,5,7,0,0,Detchd,1982.0,1,5.0,1184.0,2,3,30,0,0,105,0,0,0,0,None,None,0,8,2009,WD,Normal,,2.0,84,1,0,1,0,0,1,1,0,2144.0,105
1830,70,RM,57.0,8094,Pave,Grvl,0,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,6,1915,1950,Gable,CompShg,MetalSd,MetalSd,0,0.0,2,2,PConc,2,3,1,1,0.0,1,0.0,1048.0,1048.0,GasA,70,Y,FuseA,1048,720,0,1768,0.0,0.0,2,0,3,1,2,8,7,0,0,Detchd,1930.0,1,2.0,576.0,2,2,70,0,0,150,0,0,0,0,None,None,0,6,2009,WD,Normal,,2.0,94,1,0,1,0,1,1,1,0,2816.0,150
